# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0      0      0      0      0      0      0 
    0      0      0      0      0      0      0 
    0      0      0      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     20      0      0      0      0 
    0    100     16      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100      1      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     20      0      0      0      0 
    0    100     13      0      0      0      0 
    0    100     10      0      0      0      0 
    0     93     29      0      0      0      0 
    0      0      0      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     20      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100     12      0      0      0      0 
    0    100     27      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     30      0      0      0      0 
    0     99     30      0      0      0      0 
    0    100     18      0      0      0      0 
    0    100      5      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     25      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     66      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     66      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
    0     99     64      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0    100     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     64      0      0      0      0 
    0     99     65      0      0      0      0 
    0    100     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0    100     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0    100     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0    100     64      0      0      0      0 
    0    100     64      0      0      0      0 
    0    100     64      0      0      0      0 
    0     99     65      0      0      0      0 
    0    100     64      0      0      0      0 
    0    100     64      0      0      0      0 
    0     99     64      0      0      0      0 
    0    100     64      0      0      0      0 
    0    100     64      0      0      0      0 
    0    100     65      0      0      0      0 
    0    100     65      0      0      0      0 
