key,total_ms,count,avg_ms,min_ms,max_ms
L12/lightning/fla_state_load/prefill,4.602,76,0.060552,0.026816,0.188736
L12/lightning/fla_state_save/decode,1.370,24,0.057077,0.031648,0.128704
L12/lightning/fla_state_save/prefill,1.427,76,0.018782,0.013792,0.042400
L12/lightning/fused_recurrent_gla/decode,3.010,24,0.125421,0.105312,0.171456
L12/lightning/fused_recurrent_gla/prefill,0.119,1,0.119200,0.119200,0.119200
L12/lightning/o_norm/decode,0.443,24,0.018451,0.003584,0.030208
L12/lightning/o_norm/prefill,23.975,76,0.315465,0.028992,0.357312
L12/lightning/o_proj/decode,0.868,24,0.036177,0.030912,0.044896
L12/lightning/o_proj/prefill,376.001,76,4.947386,0.034816,5.933312
L12/lightning/qk_norm/decode,0.827,24,0.034453,0.013248,0.042208
L12/lightning/qk_norm/prefill,209.410,76,2.755397,0.025984,3.050400
L12/lightning/qkv_proj/decode,0.916,24,0.038161,0.028896,0.045600
L12/lightning/qkv_proj/prefill,1126.540,76,14.822895,0.046880,17.161377
L12/lightning/rope/decode,0.985,24,0.041021,0.016032,0.048064
L12/lightning/rope/prefill,262.277,76,3.451015,0.022144,3.689088
L12/lightning/sigmoid_gate/decode,1.123,24,0.046793,0.040288,0.058592
L12/lightning/sigmoid_gate/prefill,440.916,76,5.801532,0.053952,6.813984
L13/lightning-attn/attn/decode,12.414,24,0.517240,0.478464,0.546272
L13/lightning-attn/attn/prefill,2611.261,76,34.358695,0.597920,38.484032
L13/lightning-attn/input_norm/decode,0.103,24,0.004305,0.003072,0.008256
L13/lightning-attn/input_norm/prefill,25.705,76,0.338228,0.006080,0.365472
L13/lightning-attn/mlp/decode,2.720,24,0.113341,0.099264,0.138816
L13/lightning-attn/mlp/prefill,5033.655,76,66.232304,0.102112,72.886559
L13/lightning-attn/post_attn_norm/decode,0.719,24,0.029953,0.008832,0.037248
L13/lightning-attn/post_attn_norm/prefill,87.795,76,1.155199,0.009024,1.234816
