# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0      0      0      0      0      0      0 
    0      0      0      0      0      0      0 
    0      0      0      0      0      0      0 
    0     93     30      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     23      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     12      0      0      0      0 
    0    100     21      0      0      0      0 
    0    100     34      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100      4      0      0      0      0 
    0      0      0      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     21      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100      7      0      0      0      0 
    0    100     25      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     20      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     21      0      0      0      0 
    0    100     21      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     10      0      0      0      0 
    0    100      1      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0    100     32      0      0      0      0 
    0    100      5      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     22      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100      1      0      0      0      0 
    0    100     20      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100      7      0      0      0      0 
    0    100     13      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     24      0      0      0      0 
    0    100     25      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100     24      0      0      0      0 
    0    100     24      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     22      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     24      0      0      0      0 
    0    100     20      0      0      0      0 
    0    100      9      0      0      0      0 
    0    100     25      0      0      0      0 
    0    100      6      0      0      0      0 
    0    100     74      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100      3      0      0      0      0 
    0    100     13      0      0      0      0 
    0    100     19      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     24      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     24      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0    100     32      0      0      0      0 
    0    100      6      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100      5      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100     24      0      0      0      0 
    0    100     33      0      0      0      0 
    0    100      1      0      0      0      0 
    0    100     73      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     18      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     10      0      0      0      0 
    0    100      1      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100      1      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     24      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100      8      0      0      0      0 
    0    100      2      0      0      0      0 
    0    100     73      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100      5      0      0      0      0 
    0    100     14      0      0      0      0 
    0    100     12      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     13      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100      4      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     13      0      0      0      0 
    0    100     23      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100      0      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0    100     74      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100     18      0      0      0      0 
    0    100     20      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     19      0      0      0      0 
    0    100      6      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100      7      0      0      0      0 
    0    100     16      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100      0      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100     24      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     20      0      0      0      0 
    0     99     19      0      0      0      0 
    0    100     27      0      0      0      0 
    0    100     74      0      0      0      0 
    0    100     74      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     27      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     32      0      0      0      0 
    0     96      8      0      0      0      0 
    0    100     72      0      0      0      0 
    0    100     72      0      0      0      0 
    0     99     57      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     20      0      0      0      0 
    0     99     70      0      0      0      0 
    0     99     70      0      0      0      0 
    0     99     70      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     70      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
    0    100     69      0      0      0      0 
