timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W]
2026/04/02 10:08:25.388, 85251 MiB, 97887 MiB, 100 %, 20 %, 350.00 W
2026/04/02 10:08:27.388, 85371 MiB, 97887 MiB, 99 %, 70 %, 350.00 W
2026/04/02 10:08:29.389, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:08:31.389, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:08:33.389, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:08:35.389, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:08:37.389, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.98 W
2026/04/02 10:08:39.390, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.98 W
2026/04/02 10:08:41.390, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.00 W
2026/04/02 10:08:43.390, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.00 W
2026/04/02 10:08:45.390, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.98 W
2026/04/02 10:08:47.390, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.98 W
2026/04/02 10:08:49.391, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:08:51.391, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.98 W
2026/04/02 10:08:53.391, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:08:55.391, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.00 W
2026/04/02 10:08:57.391, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.00 W
2026/04/02 10:08:59.392, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:09:01.392, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.03 W
2026/04/02 10:09:03.392, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.98 W
2026/04/02 10:09:05.392, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:09:07.392, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.00 W
2026/04/02 10:09:09.393, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.00 W
2026/04/02 10:09:11.393, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:09:13.393, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:09:15.393, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:09:17.393, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.00 W
2026/04/02 10:09:19.394, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.00 W
2026/04/02 10:09:21.394, 85371 MiB, 97887 MiB, 100 %, 70 %, 349.99 W
2026/04/02 10:09:23.394, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.98 W
2026/04/02 10:09:25.394, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:09:27.394, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.00 W
2026/04/02 10:09:29.394, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.98 W
2026/04/02 10:09:31.395, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.99 W
2026/04/02 10:09:33.395, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.00 W
2026/04/02 10:09:35.395, 85371 MiB, 97887 MiB, 100 %, 69 %, 349.98 W
2026/04/02 10:09:37.395, 85371 MiB, 97887 MiB, 100 %, 69 %, 350.01 W
2026/04/02 10:09:39.395, 85371 MiB, 97887 MiB, 99 %, 69 %, 349.98 W
2026/04/02 10:09:41.395, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.98 W
2026/04/02 10:09:43.396, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.99 W
2026/04/02 10:09:45.396, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.98 W
2026/04/02 10:09:47.396, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.00 W
2026/04/02 10:09:49.396, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.01 W
2026/04/02 10:09:51.396, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.00 W
2026/04/02 10:09:53.397, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.98 W
2026/04/02 10:09:55.397, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.00 W
2026/04/02 10:09:57.397, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.98 W
2026/04/02 10:09:59.397, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.00 W
2026/04/02 10:10:01.397, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.98 W
2026/04/02 10:10:03.398, 85371 MiB, 97887 MiB, 100 %, 68 %, 350.01 W
2026/04/02 10:10:05.398, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.98 W
2026/04/02 10:10:07.398, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.01 W
2026/04/02 10:10:09.398, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.00 W
2026/04/02 10:10:11.399, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.00 W
2026/04/02 10:10:13.399, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.98 W
2026/04/02 10:10:15.399, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.97 W
2026/04/02 10:10:17.399, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.99 W
2026/04/02 10:10:19.400, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.00 W
2026/04/02 10:10:21.400, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.98 W
2026/04/02 10:10:23.400, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.99 W
2026/04/02 10:10:25.400, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.00 W
2026/04/02 10:10:27.400, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.99 W
2026/04/02 10:10:29.401, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.99 W
2026/04/02 10:10:31.401, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.95 W
2026/04/02 10:10:33.401, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.00 W
2026/04/02 10:10:35.401, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.99 W
2026/04/02 10:10:37.401, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.99 W
2026/04/02 10:10:39.402, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.00 W
2026/04/02 10:10:41.402, 85371 MiB, 97887 MiB, 100 %, 67 %, 350.00 W
2026/04/02 10:10:43.402, 85371 MiB, 97887 MiB, 100 %, 67 %, 349.99 W
