# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0      0      0      0      0      0      0 
    0     47     30      0      0      0      0 
    0      0      0      0      0      0      0 
    0      0      0      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     30      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     33      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     35      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     38      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     29      0      0      0      0 
    0      0      0      0      0      0      0 
    0      0      0      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     45      0      0      0      0 
    0    100     32      0      0      0      0 
    0     99     27      0      0      0      0 
    0    100     26      0      0      0      0 
    0    100     37      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100     27      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     27      0      0      0      0 
    0     97     54      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     29      0      0      0      0 
    0    100     24      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     31      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     32      0      0      0      0 
    0    100     28      0      0      0      0 
    0    100     31      0      0      0      0 
    0     99     34      0      0      0      0 
    0    100     32      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     51      0      0      0      0 
    0     97     51      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     51      0      0      0      0 
    0     97     51      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     51      0      0      0      0 
    0     97     51      0      0      0      0 
    0     97     52      0      0      0      0 
    0     97     51      0      0      0      0 
