timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W]
2026/04/02 10:19:11.487, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.01 W
2026/04/02 10:19:13.487, 85837 MiB, 97887 MiB, 100 %, 0 %, 349.98 W
2026/04/02 10:19:15.489, 85837 MiB, 97887 MiB, 100 %, 20 %, 349.97 W
2026/04/02 10:19:17.489, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.05 W
2026/04/02 10:19:19.489, 85837 MiB, 97887 MiB, 100 %, 1 %, 349.99 W
2026/04/02 10:19:21.490, 85837 MiB, 97887 MiB, 100 %, 28 %, 349.99 W
2026/04/02 10:19:23.490, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.01 W
2026/04/02 10:19:25.490, 85837 MiB, 97887 MiB, 100 %, 30 %, 349.99 W
2026/04/02 10:19:27.491, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.02 W
2026/04/02 10:19:29.491, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.02 W
2026/04/02 10:19:31.491, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.01 W
2026/04/02 10:19:33.491, 85837 MiB, 97887 MiB, 100 %, 33 %, 350.00 W
2026/04/02 10:19:35.492, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.00 W
2026/04/02 10:19:37.492, 85837 MiB, 97887 MiB, 100 %, 15 %, 349.98 W
2026/04/02 10:19:39.492, 85837 MiB, 97887 MiB, 100 %, 32 %, 349.99 W
2026/04/02 10:19:41.492, 85837 MiB, 97887 MiB, 100 %, 32 %, 349.99 W
2026/04/02 10:19:43.492, 85837 MiB, 97887 MiB, 100 %, 2 %, 349.95 W
2026/04/02 10:19:45.493, 85837 MiB, 97887 MiB, 100 %, 27 %, 350.01 W
2026/04/02 10:19:47.493, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.01 W
2026/04/02 10:19:49.493, 85837 MiB, 97887 MiB, 100 %, 1 %, 349.99 W
2026/04/02 10:19:51.493, 85837 MiB, 97887 MiB, 100 %, 2 %, 349.93 W
2026/04/02 10:19:53.493, 85837 MiB, 97887 MiB, 100 %, 0 %, 349.99 W
2026/04/02 10:19:55.494, 85837 MiB, 97887 MiB, 99 %, 22 %, 349.92 W
2026/04/02 10:19:57.494, 85837 MiB, 97887 MiB, 100 %, 17 %, 349.96 W
2026/04/02 10:19:59.494, 85837 MiB, 97887 MiB, 100 %, 7 %, 349.98 W
2026/04/02 10:20:01.494, 85837 MiB, 97887 MiB, 100 %, 1 %, 349.99 W
2026/04/02 10:20:03.494, 85837 MiB, 97887 MiB, 100 %, 20 %, 349.99 W
2026/04/02 10:20:05.495, 85837 MiB, 97887 MiB, 100 %, 6 %, 349.97 W
2026/04/02 10:20:07.495, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.07 W
2026/04/02 10:20:09.495, 85837 MiB, 97887 MiB, 99 %, 24 %, 349.90 W
2026/04/02 10:20:11.495, 85837 MiB, 97887 MiB, 100 %, 25 %, 350.05 W
2026/04/02 10:20:13.495, 85837 MiB, 97887 MiB, 100 %, 27 %, 350.01 W
2026/04/02 10:20:15.496, 85837 MiB, 97887 MiB, 100 %, 27 %, 349.99 W
2026/04/02 10:20:17.496, 85837 MiB, 97887 MiB, 100 %, 33 %, 349.99 W
2026/04/02 10:20:19.496, 85837 MiB, 97887 MiB, 100 %, 33 %, 349.97 W
2026/04/02 10:20:21.496, 85837 MiB, 97887 MiB, 100 %, 30 %, 350.00 W
2026/04/02 10:20:23.497, 85837 MiB, 97887 MiB, 100 %, 1 %, 349.98 W
2026/04/02 10:20:25.497, 85837 MiB, 97887 MiB, 100 %, 28 %, 349.96 W
2026/04/02 10:20:27.497, 85837 MiB, 97887 MiB, 100 %, 31 %, 350.02 W
2026/04/02 10:20:29.497, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.00 W
2026/04/02 10:20:31.497, 85837 MiB, 97887 MiB, 100 %, 31 %, 349.99 W
2026/04/02 10:20:33.498, 85837 MiB, 97887 MiB, 100 %, 28 %, 350.02 W
2026/04/02 10:20:35.498, 85837 MiB, 97887 MiB, 100 %, 20 %, 349.95 W
2026/04/02 10:20:37.498, 85837 MiB, 97887 MiB, 100 %, 21 %, 350.00 W
2026/04/02 10:20:39.498, 85837 MiB, 97887 MiB, 100 %, 24 %, 349.96 W
2026/04/02 10:20:41.498, 85837 MiB, 97887 MiB, 100 %, 12 %, 349.98 W
2026/04/02 10:20:43.499, 85837 MiB, 97887 MiB, 100 %, 1 %, 349.98 W
2026/04/02 10:20:45.499, 85837 MiB, 97887 MiB, 100 %, 26 %, 349.99 W
2026/04/02 10:20:47.499, 85837 MiB, 97887 MiB, 100 %, 6 %, 349.98 W
2026/04/02 10:20:49.499, 85837 MiB, 97887 MiB, 100 %, 27 %, 350.01 W
2026/04/02 10:20:51.499, 85837 MiB, 97887 MiB, 100 %, 25 %, 349.98 W
2026/04/02 10:20:53.499, 85837 MiB, 97887 MiB, 100 %, 19 %, 350.00 W
2026/04/02 10:20:55.500, 85837 MiB, 97887 MiB, 100 %, 33 %, 349.98 W
2026/04/02 10:20:57.500, 85837 MiB, 97887 MiB, 100 %, 2 %, 350.00 W
2026/04/02 10:20:59.500, 85837 MiB, 97887 MiB, 100 %, 31 %, 350.02 W
2026/04/02 10:21:01.500, 85837 MiB, 97887 MiB, 100 %, 29 %, 350.05 W
2026/04/02 10:21:03.500, 85837 MiB, 97887 MiB, 100 %, 29 %, 350.03 W
2026/04/02 10:21:05.501, 85837 MiB, 97887 MiB, 100 %, 0 %, 349.97 W
2026/04/02 10:21:07.501, 85837 MiB, 97887 MiB, 100 %, 8 %, 349.98 W
2026/04/02 10:21:09.501, 85837 MiB, 97887 MiB, 100 %, 30 %, 349.96 W
2026/04/02 10:21:11.501, 85837 MiB, 97887 MiB, 100 %, 12 %, 350.02 W
2026/04/02 10:21:13.501, 85837 MiB, 97887 MiB, 100 %, 33 %, 350.02 W
2026/04/02 10:21:15.502, 85837 MiB, 97887 MiB, 100 %, 28 %, 350.02 W
2026/04/02 10:21:17.502, 85837 MiB, 97887 MiB, 100 %, 28 %, 350.00 W
2026/04/02 10:21:19.502, 85837 MiB, 97887 MiB, 100 %, 19 %, 350.00 W
2026/04/02 10:21:21.502, 85837 MiB, 97887 MiB, 100 %, 1 %, 349.97 W
2026/04/02 10:21:23.502, 85837 MiB, 97887 MiB, 100 %, 27 %, 350.00 W
2026/04/02 10:21:25.503, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.03 W
2026/04/02 10:21:27.503, 85837 MiB, 97887 MiB, 100 %, 0 %, 349.99 W
2026/04/02 10:21:29.503, 85837 MiB, 97887 MiB, 100 %, 31 %, 350.01 W
2026/04/02 10:21:31.503, 85837 MiB, 97887 MiB, 100 %, 27 %, 349.99 W
2026/04/02 10:21:33.503, 85837 MiB, 97887 MiB, 100 %, 33 %, 349.97 W
2026/04/02 10:21:35.504, 85837 MiB, 97887 MiB, 100 %, 14 %, 349.96 W
2026/04/02 10:21:37.504, 85837 MiB, 97887 MiB, 100 %, 33 %, 349.99 W
2026/04/02 10:21:39.504, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.04 W
2026/04/02 10:21:41.504, 85837 MiB, 97887 MiB, 100 %, 20 %, 350.00 W
2026/04/02 10:21:43.505, 85837 MiB, 97887 MiB, 100 %, 25 %, 350.01 W
2026/04/02 10:21:45.505, 85837 MiB, 97887 MiB, 100 %, 28 %, 350.02 W
2026/04/02 10:21:47.505, 85837 MiB, 97887 MiB, 100 %, 1 %, 349.98 W
2026/04/02 10:21:49.505, 85837 MiB, 97887 MiB, 100 %, 27 %, 349.99 W
2026/04/02 10:21:51.505, 85837 MiB, 97887 MiB, 100 %, 27 %, 349.98 W
2026/04/02 10:21:53.506, 85837 MiB, 97887 MiB, 100 %, 30 %, 350.00 W
2026/04/02 10:21:55.506, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.00 W
2026/04/02 10:21:57.506, 85837 MiB, 97887 MiB, 100 %, 29 %, 350.02 W
2026/04/02 10:21:59.506, 85837 MiB, 97887 MiB, 100 %, 30 %, 350.02 W
2026/04/02 10:22:01.506, 85837 MiB, 97887 MiB, 100 %, 28 %, 349.89 W
2026/04/02 10:22:03.507, 85837 MiB, 97887 MiB, 100 %, 26 %, 349.98 W
2026/04/02 10:22:05.507, 85837 MiB, 97887 MiB, 100 %, 29 %, 350.02 W
2026/04/02 10:22:07.507, 85837 MiB, 97887 MiB, 100 %, 25 %, 349.94 W
2026/04/02 10:22:09.507, 85837 MiB, 97887 MiB, 100 %, 18 %, 349.99 W
2026/04/02 10:22:11.507, 85837 MiB, 97887 MiB, 100 %, 33 %, 349.97 W
2026/04/02 10:22:13.507, 85837 MiB, 97887 MiB, 100 %, 6 %, 349.97 W
2026/04/02 10:22:15.508, 85837 MiB, 97887 MiB, 100 %, 21 %, 349.98 W
2026/04/02 10:22:17.508, 85837 MiB, 97887 MiB, 100 %, 31 %, 349.96 W
2026/04/02 10:22:19.508, 85837 MiB, 97887 MiB, 100 %, 21 %, 349.98 W
2026/04/02 10:22:21.508, 85837 MiB, 97887 MiB, 100 %, 25 %, 349.98 W
2026/04/02 10:22:23.508, 85837 MiB, 97887 MiB, 100 %, 30 %, 349.98 W
2026/04/02 10:22:25.508, 85837 MiB, 97887 MiB, 100 %, 10 %, 349.95 W
2026/04/02 10:22:27.509, 85837 MiB, 97887 MiB, 100 %, 1 %, 350.00 W
2026/04/02 10:22:29.509, 85837 MiB, 97887 MiB, 100 %, 25 %, 349.96 W
2026/04/02 10:22:31.509, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.00 W
2026/04/02 10:22:33.509, 85837 MiB, 97887 MiB, 100 %, 0 %, 349.98 W
2026/04/02 10:22:35.509, 85837 MiB, 97887 MiB, 100 %, 32 %, 349.99 W
2026/04/02 10:22:37.509, 85837 MiB, 97887 MiB, 100 %, 25 %, 349.94 W
2026/04/02 10:22:39.510, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.06 W
2026/04/02 10:22:41.510, 85837 MiB, 97887 MiB, 100 %, 13 %, 350.01 W
2026/04/02 10:22:43.510, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.01 W
2026/04/02 10:22:45.510, 85837 MiB, 97887 MiB, 100 %, 31 %, 350.00 W
2026/04/02 10:22:47.510, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.01 W
2026/04/02 10:22:49.511, 85837 MiB, 97887 MiB, 100 %, 32 %, 349.95 W
2026/04/02 10:22:51.511, 85837 MiB, 97887 MiB, 100 %, 25 %, 350.00 W
2026/04/02 10:22:53.511, 85837 MiB, 97887 MiB, 100 %, 20 %, 349.98 W
2026/04/02 10:22:55.511, 85837 MiB, 97887 MiB, 100 %, 2 %, 349.98 W
2026/04/02 10:22:57.511, 85837 MiB, 97887 MiB, 100 %, 27 %, 349.93 W
2026/04/02 10:22:59.512, 85837 MiB, 97887 MiB, 100 %, 6 %, 349.96 W
2026/04/02 10:23:01.512, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.02 W
2026/04/02 10:23:03.512, 85837 MiB, 97887 MiB, 100 %, 28 %, 349.98 W
2026/04/02 10:23:05.512, 85837 MiB, 97887 MiB, 100 %, 32 %, 349.95 W
2026/04/02 10:23:07.512, 85837 MiB, 97887 MiB, 100 %, 20 %, 350.01 W
2026/04/02 10:23:09.513, 85837 MiB, 97887 MiB, 100 %, 0 %, 349.99 W
2026/04/02 10:23:11.513, 85837 MiB, 97887 MiB, 100 %, 33 %, 350.08 W
2026/04/02 10:23:13.513, 85837 MiB, 97887 MiB, 100 %, 24 %, 349.97 W
2026/04/02 10:23:15.513, 85837 MiB, 97887 MiB, 100 %, 33 %, 349.99 W
2026/04/02 10:23:17.514, 85837 MiB, 97887 MiB, 100 %, 33 %, 350.03 W
2026/04/02 10:23:19.514, 85837 MiB, 97887 MiB, 100 %, 28 %, 349.97 W
2026/04/02 10:23:21.514, 85837 MiB, 97887 MiB, 100 %, 28 %, 350.00 W
2026/04/02 10:23:23.514, 85837 MiB, 97887 MiB, 100 %, 32 %, 349.98 W
2026/04/02 10:23:25.514, 85837 MiB, 97887 MiB, 100 %, 0 %, 349.98 W
2026/04/02 10:23:27.515, 85837 MiB, 97887 MiB, 100 %, 26 %, 349.99 W
2026/04/02 10:23:29.515, 85837 MiB, 97887 MiB, 100 %, 33 %, 349.99 W
2026/04/02 10:23:31.515, 85837 MiB, 97887 MiB, 100 %, 29 %, 349.98 W
2026/04/02 10:23:33.515, 85837 MiB, 97887 MiB, 100 %, 2 %, 349.99 W
2026/04/02 10:23:35.515, 85837 MiB, 97887 MiB, 100 %, 33 %, 349.99 W
2026/04/02 10:23:37.516, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.02 W
2026/04/02 10:23:39.516, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.00 W
2026/04/02 10:23:41.516, 85837 MiB, 97887 MiB, 100 %, 26 %, 350.16 W
2026/04/02 10:23:43.516, 85837 MiB, 97887 MiB, 100 %, 27 %, 350.01 W
2026/04/02 10:23:45.516, 85837 MiB, 97887 MiB, 99 %, 4 %, 349.97 W
2026/04/02 10:23:47.517, 85837 MiB, 97887 MiB, 100 %, 28 %, 349.97 W
2026/04/02 10:23:49.517, 85837 MiB, 97887 MiB, 100 %, 33 %, 350.00 W
2026/04/02 10:23:51.517, 85837 MiB, 97887 MiB, 100 %, 27 %, 349.98 W
2026/04/02 10:23:53.517, 85837 MiB, 97887 MiB, 100 %, 21 %, 350.01 W
2026/04/02 10:23:55.517, 85837 MiB, 97887 MiB, 100 %, 14 %, 349.98 W
2026/04/02 10:23:57.518, 85837 MiB, 97887 MiB, 100 %, 29 %, 350.01 W
2026/04/02 10:23:59.518, 85837 MiB, 97887 MiB, 100 %, 1 %, 350.02 W
2026/04/02 10:24:01.518, 85837 MiB, 97887 MiB, 100 %, 0 %, 349.99 W
2026/04/02 10:24:03.518, 85837 MiB, 97887 MiB, 100 %, 21 %, 350.04 W
2026/04/02 10:24:05.518, 85837 MiB, 97887 MiB, 100 %, 33 %, 350.04 W
2026/04/02 10:24:07.518, 85837 MiB, 97887 MiB, 100 %, 30 %, 349.89 W
2026/04/02 10:24:09.519, 85837 MiB, 97887 MiB, 100 %, 20 %, 350.01 W
2026/04/02 10:24:11.519, 85837 MiB, 97887 MiB, 100 %, 5 %, 350.02 W
2026/04/02 10:24:13.519, 85837 MiB, 97887 MiB, 100 %, 23 %, 349.96 W
2026/04/02 10:24:15.519, 85837 MiB, 97887 MiB, 100 %, 31 %, 349.97 W
2026/04/02 10:24:17.519, 85837 MiB, 97887 MiB, 100 %, 27 %, 349.95 W
2026/04/02 10:24:19.520, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.05 W
2026/04/02 10:24:21.520, 85837 MiB, 97887 MiB, 100 %, 33 %, 350.03 W
2026/04/02 10:24:23.520, 85837 MiB, 97887 MiB, 100 %, 5 %, 349.99 W
2026/04/02 10:24:25.520, 85837 MiB, 97887 MiB, 100 %, 1 %, 350.01 W
2026/04/02 10:24:27.520, 85837 MiB, 97887 MiB, 100 %, 1 %, 349.97 W
2026/04/02 10:24:29.521, 85837 MiB, 97887 MiB, 100 %, 7 %, 350.03 W
2026/04/02 10:24:31.521, 85837 MiB, 97887 MiB, 100 %, 33 %, 350.01 W
2026/04/02 10:24:33.521, 85837 MiB, 97887 MiB, 100 %, 28 %, 349.98 W
2026/04/02 10:24:35.521, 85837 MiB, 97887 MiB, 100 %, 28 %, 349.99 W
2026/04/02 10:24:37.521, 85837 MiB, 97887 MiB, 99 %, 26 %, 350.02 W
2026/04/02 10:24:39.521, 85837 MiB, 97887 MiB, 100 %, 26 %, 349.98 W
2026/04/02 10:24:41.522, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.00 W
2026/04/02 10:24:43.522, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.01 W
2026/04/02 10:24:45.522, 85837 MiB, 97887 MiB, 100 %, 31 %, 350.00 W
2026/04/02 10:24:47.522, 85837 MiB, 97887 MiB, 100 %, 27 %, 350.05 W
2026/04/02 10:24:49.522, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.14 W
2026/04/02 10:24:51.523, 85837 MiB, 97887 MiB, 100 %, 27 %, 349.98 W
2026/04/02 10:24:53.523, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.02 W
2026/04/02 10:24:55.523, 85837 MiB, 97887 MiB, 100 %, 6 %, 350.00 W
2026/04/02 10:24:57.523, 85837 MiB, 97887 MiB, 100 %, 21 %, 350.01 W
2026/04/02 10:24:59.523, 85837 MiB, 97887 MiB, 100 %, 32 %, 349.99 W
2026/04/02 10:25:01.523, 85837 MiB, 97887 MiB, 100 %, 7 %, 349.96 W
2026/04/02 10:25:03.524, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.01 W
2026/04/02 10:25:05.524, 85837 MiB, 97887 MiB, 100 %, 16 %, 350.00 W
2026/04/02 10:25:07.524, 85837 MiB, 97887 MiB, 100 %, 1 %, 349.85 W
2026/04/02 10:25:09.524, 85837 MiB, 97887 MiB, 100 %, 27 %, 349.98 W
2026/04/02 10:25:11.525, 85837 MiB, 97887 MiB, 100 %, 27 %, 350.00 W
2026/04/02 10:25:13.525, 85837 MiB, 97887 MiB, 100 %, 19 %, 349.96 W
2026/04/02 10:25:15.525, 85837 MiB, 97887 MiB, 100 %, 27 %, 350.01 W
2026/04/02 10:25:17.525, 85837 MiB, 97887 MiB, 100 %, 1 %, 350.04 W
2026/04/02 10:25:19.526, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.01 W
2026/04/02 10:25:21.526, 85837 MiB, 97887 MiB, 100 %, 32 %, 349.99 W
2026/04/02 10:25:23.526, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.02 W
2026/04/02 10:25:25.526, 85837 MiB, 97887 MiB, 100 %, 22 %, 350.03 W
2026/04/02 10:25:27.526, 85837 MiB, 97887 MiB, 100 %, 32 %, 350.04 W
2026/04/02 10:25:29.526, 85837 MiB, 97887 MiB, 100 %, 6 %, 349.95 W
2026/04/02 10:25:31.527, 85837 MiB, 97887 MiB, 100 %, 32 %, 349.99 W
2026/04/02 10:25:33.527, 85837 MiB, 97887 MiB, 100 %, 1 %, 350.02 W
2026/04/02 10:25:35.527, 85837 MiB, 97887 MiB, 100 %, 31 %, 350.03 W
2026/04/02 10:25:37.527, 85837 MiB, 97887 MiB, 100 %, 27 %, 349.99 W
2026/04/02 10:25:39.527, 85837 MiB, 97887 MiB, 100 %, 31 %, 350.13 W
2026/04/02 10:25:41.528, 85837 MiB, 97887 MiB, 100 %, 29 %, 350.00 W
2026/04/02 10:25:43.528, 85837 MiB, 97887 MiB, 100 %, 6 %, 350.00 W
2026/04/02 10:25:45.528, 85837 MiB, 97887 MiB, 100 %, 31 %, 349.99 W
2026/04/02 10:25:47.528, 85837 MiB, 97887 MiB, 100 %, 0 %, 349.98 W
2026/04/02 10:25:49.528, 85837 MiB, 97887 MiB, 100 %, 15 %, 349.97 W
2026/04/02 10:25:51.528, 85837 MiB, 97887 MiB, 100 %, 30 %, 350.00 W
2026/04/02 10:25:53.529, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.02 W
2026/04/02 10:25:55.529, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.00 W
2026/04/02 10:25:57.529, 85837 MiB, 97887 MiB, 100 %, 20 %, 349.96 W
2026/04/02 10:25:59.529, 85837 MiB, 97887 MiB, 99 %, 25 %, 349.93 W
2026/04/02 10:26:01.529, 85837 MiB, 97887 MiB, 100 %, 27 %, 349.99 W
2026/04/02 10:26:03.529, 85837 MiB, 97887 MiB, 100 %, 5 %, 350.01 W
2026/04/02 10:26:05.530, 85837 MiB, 97887 MiB, 100 %, 11 %, 349.97 W
2026/04/02 10:26:07.530, 85837 MiB, 97887 MiB, 100 %, 26 %, 350.03 W
2026/04/02 10:26:09.530, 85837 MiB, 97887 MiB, 100 %, 0 %, 349.99 W
2026/04/02 10:26:11.530, 85837 MiB, 97887 MiB, 100 %, 0 %, 350.00 W
2026/04/02 10:26:13.530, 85837 MiB, 97887 MiB, 100 %, 0 %, 349.99 W
2026/04/02 10:26:15.530, 85837 MiB, 97887 MiB, 100 %, 78 %, 349.80 W
2026/04/02 10:26:17.531, 85837 MiB, 97887 MiB, 100 %, 78 %, 350.00 W
2026/04/02 10:26:19.531, 85957 MiB, 97887 MiB, 100 %, 77 %, 350.00 W
2026/04/02 10:26:21.531, 85957 MiB, 97887 MiB, 100 %, 75 %, 349.98 W
2026/04/02 10:26:23.531, 85957 MiB, 97887 MiB, 100 %, 75 %, 349.99 W
