key,total_ms,count,avg_ms,min_ms,max_ms
L02/lightning-attn/input_norm/decode,0.157,24,0.006537,0.003200,0.021056
L02/lightning-attn/input_norm/prefill,43.090,124,0.347502,0.006112,0.364480
L02/lightning-attn/mlp/decode,2.765,24,0.115216,0.101312,0.140768
L02/lightning-attn/mlp/prefill,8471.487,124,68.318442,0.105376,73.634148
L02/lightning-attn/post_attn_norm/decode,0.811,24,0.033788,0.008992,0.041056
L02/lightning-attn/post_attn_norm/prefill,146.685,124,1.182945,0.015616,1.232448
L02/lightning/chunk_simple_gla/prefill,300.289,122,2.461382,0.185056,2.710784
L02/lightning/fla_kernel/decode,6.947,24,0.289452,0.241632,0.450048
L02/lightning/fla_kernel/prefill,315.014,124,2.540434,0.299136,2.836832
L02/lightning/fla_state_load/decode,1.128,24,0.046983,0.035392,0.082656
L02/lightning/fla_state_load/prefill,7.979,124,0.064347,0.024864,0.105024
L02/lightning/fla_state_save/decode,1.457,24,0.060701,0.036704,0.128672
L02/lightning/fla_state_save/prefill,2.272,124,0.018323,0.013216,0.048640
L02/lightning/fused_recurrent_gla/decode,3.599,24,0.149941,0.125056,0.223680
L02/lightning/fused_recurrent_gla/prefill,0.294,2,0.146752,0.135392,0.158112
L02/lightning/o_norm/decode,0.490,24,0.020403,0.004000,0.032512
L02/lightning/o_norm/prefill,39.437,124,0.318043,0.029792,0.345312
L02/lightning/o_proj/decode,0.903,24,0.037609,0.032416,0.048544
L02/lightning/o_proj/prefill,632.533,124,5.101069,0.036800,5.367296
L02/lightning/qk_norm/decode,1.032,24,0.042997,0.029664,0.048032
L02/lightning/qk_norm/prefill,350.909,124,2.829911,0.025696,2.957184
L02/lightning/qkv_proj/decode,0.997,24,0.041535,0.032960,0.049088
L02/lightning/qkv_proj/prefill,1878.949,124,15.152814,0.045088,15.946688
L02/lightning/rope/decode,1.246,24,0.051908,0.049856,0.056608
L02/lightning/rope/prefill,438.192,124,3.533808,0.022112,3.682944
L02/lightning/sigmoid_gate/decode,1.170,24,0.048749,0.038560,0.061984
L02/lightning/sigmoid_gate/prefill,741.456,124,5.979483,0.053536,6.301504
L03/lightning-attn/attn/decode,13.613,24,0.567196,0.533312,0.634080
L03/lightning-attn/attn/prefill,4399.537,124,35.480140,0.632864,37.228863
L03/lightning-attn/input_norm/decode,0.125,24,0.005191,0.003840,0.012128
L03/lightning-attn/input_norm/prefill,42.884,124,0.345839,0.006112,0.363840
L03/lightning-attn/mlp/decode,2.770,24,0.115415,0.098944,0.144480
L03/lightning-attn/mlp/prefill,8452.479,124,68.165151,0.103424,71.439682
L03/lightning-attn/post_attn_norm/decode,0.800,24,0.033316,0.008896,0.045312
L03/lightning-attn/post_attn_norm/prefill,146.911,124,1.184769,0.009792,1.232896
L03/lightning/chunk_simple_gla/prefill,298.034,122,2.442900,0.174336,2.733344
L03/lightning/fla_kernel/decode,6.622,24,0.275927,0.229472,0.428160
L03/lightning/fla_kernel/prefill,312.144,124,2.517291,0.284160,2.874752
L03/lightning/fla_state_load/decode,1.053,24,0.043855,0.028800,0.074048
L03/lightning/fla_state_load/prefill,7.582,124,0.061141,0.031584,0.175584
L03/lightning/fla_state_save/decode,1.431,24,0.059631,0.035360,0.128672
L03/lightning/fla_state_save/prefill,2.253,124,0.018167,0.013504,0.044704
L03/lightning/fused_recurrent_gla/decode,3.399,24,0.141607,0.110816,0.210816
L03/lightning/fused_recurrent_gla/prefill,0.261,2,0.130416,0.127456,0.133376
L03/lightning/o_norm/decode,0.471,24,0.019632,0.003808,0.033568
L03/lightning/o_norm/prefill,39.435,124,0.318024,0.028992,0.345984
L03/lightning/o_proj/decode,0.895,24,0.037300,0.030368,0.049312
L03/lightning/o_proj/prefill,632.839,124,5.103541,0.033952,5.361280
L03/lightning/qk_norm/decode,0.931,24,0.038785,0.013632,0.049568
L03/lightning/qk_norm/prefill,350.834,124,2.829307,0.025888,2.955520
L03/lightning/qkv_proj/decode,0.938,24,0.039103,0.030912,0.050720
L03/lightning/qkv_proj/prefill,1884.906,124,15.200857,0.043680,16.047009
L03/lightning/rope/decode,1.218,24,0.050751,0.048672,0.056864
L03/lightning/rope/prefill,438.128,124,3.533291,0.022144,3.684000
L03/lightning/sigmoid_gate/decode,1.146,24,0.047759,0.040256,0.060320
L03/lightning/sigmoid_gate/prefill,740.240,124,5.969678,0.050976,6.259104
L04/lightning-attn/attn/decode,13.368,24,0.557013,0.526624,0.608960
L04/lightning-attn/attn/prefill,4401.454,124,35.495599,0.620704,37.063969
L04/lightning-attn/input_norm/decode,0.113,24,0.004715,0.002848,0.011968
L04/lightning-attn/input_norm/prefill,43.105,124,0.347622,0.006144,0.364576
L04/lightning-attn/mlp/decode,2.744,24,0.114319,0.100480,0.137184
L04/lightning-attn/mlp/prefill,8459.048,124,68.218130,0.103104,71.414749
L04/lightning-attn/post_attn_norm/decode,0.786,24,0.032756,0.008832,0.044320
L04/lightning-attn/post_attn_norm/prefill,146.865,124,1.184393,0.009824,1.236224
L04/lightning/chunk_simple_gla/prefill,297.312,122,2.436983,0.167392,2.622880
L04/lightning/fla_kernel/decode,6.598,24,0.274915,0.232160,0.426208
L04/lightning/fla_kernel/prefill,311.307,124,2.510542,0.275936,2.751840
L04/lightning/fla_state_load/decode,1.070,24,0.044564,0.034432,0.074432
L04/lightning/fla_state_load/prefill,7.456,124,0.060126,0.026464,0.133760
L04/lightning/fla_state_save/decode,1.431,24,0.059636,0.035584,0.128672
L04/lightning/fla_state_save/prefill,2.262,124,0.018239,0.013920,0.043328
L04/lightning/fused_recurrent_gla/decode,3.360,24,0.140009,0.116768,0.209152
L04/lightning/fused_recurrent_gla/prefill,0.254,2,0.127168,0.125152,0.129184
L04/lightning/o_norm/decode,0.472,24,0.019664,0.004480,0.028704
L04/lightning/o_norm/prefill,39.440,124,0.318067,0.028576,0.342656
L04/lightning/o_proj/decode,0.872,24,0.036337,0.031936,0.045824
L04/lightning/o_proj/prefill,634.809,124,5.119430,0.033952,5.363104
L04/lightning/qk_norm/decode,0.893,24,0.037221,0.011648,0.049088
L04/lightning/qk_norm/prefill,350.511,124,2.826701,0.025984,2.944928
L04/lightning/qkv_proj/decode,0.908,24,0.037819,0.028352,0.043936
L04/lightning/qkv_proj/prefill,1884.994,124,15.201568,0.042880,15.932608
L04/lightning/rope/decode,1.126,24,0.046905,0.015680,0.050688
L04/lightning/rope/prefill,438.212,124,3.533972,0.022144,3.681920
L04/lightning/sigmoid_gate/decode,1.168,24,0.048665,0.040224,0.060736
L04/lightning/sigmoid_gate/prefill,741.221,124,5.977587,0.049952,6.267424
L05/lightning-attn/attn/decode,13.280,24,0.553321,0.526624,0.623968
L05/lightning-attn/attn/prefill,4394.574,124,35.440109,0.614560,37.088448
L05/lightning-attn/input_norm/decode,0.113,24,0.004723,0.002880,0.009152
L05/lightning-attn/input_norm/prefill,43.092,124,0.347516,0.006144,0.364576
L05/lightning-attn/mlp/decode,2.763,24,0.115115,0.099520,0.145952
L05/lightning-attn/mlp/prefill,8452.495,124,68.165282,0.101856,71.365761
L05/lightning-attn/post_attn_norm/decode,0.791,24,0.032944,0.009088,0.039744
L05/lightning-attn/post_attn_norm/prefill,146.585,124,1.182140,0.010016,1.230752
L05/lightning/chunk_simple_gla/prefill,296.009,122,2.426301,0.163840,2.627424
L05/lightning/fla_kernel/decode,6.475,24,0.269797,0.222528,0.422656
L05/lightning/fla_kernel/prefill,309.953,124,2.499623,0.279072,2.777472
L05/lightning/fla_state_load/decode,1.041,24,0.043368,0.033280,0.073216
L05/lightning/fla_state_load/prefill,7.477,124,0.060298,0.025216,0.155840
L05/lightning/fla_state_save/decode,1.409,24,0.058697,0.033984,0.126624
L05/lightning/fla_state_save/prefill,2.244,124,0.018099,0.013600,0.043488
L05/lightning/fused_recurrent_gla/decode,3.306,24,0.137768,0.111168,0.209344
L05/lightning/fused_recurrent_gla/prefill,0.250,2,0.125088,0.123648,0.126528
L05/lightning/o_norm/decode,0.463,24,0.019311,0.004960,0.028960
L05/lightning/o_norm/prefill,39.531,124,0.318797,0.028544,0.346368
L05/lightning/o_proj/decode,0.887,24,0.036944,0.032096,0.045472
L05/lightning/o_proj/prefill,634.168,124,5.114255,0.034464,5.363072
L05/lightning/qk_norm/decode,0.895,24,0.037296,0.012512,0.050752
L05/lightning/qk_norm/prefill,350.440,124,2.826128,0.025888,2.945312
L05/lightning/qkv_proj/decode,0.913,24,0.038028,0.030944,0.045312
L05/lightning/qkv_proj/prefill,1881.868,124,15.176356,0.043488,15.961152
L05/lightning/rope/decode,1.150,24,0.047920,0.015776,0.053248
L05/lightning/rope/prefill,438.273,124,3.534463,0.022112,3.684000
L05/lightning/sigmoid_gate/decode,1.150,24,0.047896,0.038560,0.060928
L05/lightning/sigmoid_gate/prefill,739.532,124,5.963965,0.049472,6.251040
L06/lightning-attn/attn/decode,13.188,24,0.549492,0.517472,0.612352
L06/lightning-attn/attn/prefill,4392.885,124,35.426488,0.607520,37.263775
L06/lightning-attn/input_norm/decode,0.124,24,0.005171,0.002912,0.014016
L06/lightning-attn/input_norm/prefill,42.827,124,0.345376,0.006144,0.362624
L06/lightning-attn/mlp/decode,2.766,24,0.115231,0.100288,0.138944
L06/lightning-attn/mlp/prefill,8461.714,124,68.239628,0.104192,71.550079
L06/lightning-attn/post_attn_norm/decode,0.773,24,0.032201,0.008672,0.040576
L06/lightning-attn/post_attn_norm/prefill,146.815,124,1.183990,0.008832,1.234176
L06/lightning/chunk_simple_gla/prefill,295.638,122,2.423261,0.161152,2.649024
L06/lightning/fla_kernel/decode,6.463,24,0.269301,0.219360,0.422976
L06/lightning/fla_kernel/prefill,309.747,124,2.497959,0.266880,3.056000
L06/lightning/fla_state_load/decode,1.018,24,0.042423,0.028672,0.074080
L06/lightning/fla_state_load/prefill,7.597,124,0.061268,0.024608,0.353536
L06/lightning/fla_state_save/decode,1.416,24,0.058981,0.034400,0.128992
L06/lightning/fla_state_save/prefill,2.259,124,0.018222,0.013888,0.042656
L06/lightning/fused_recurrent_gla/decode,3.296,24,0.137320,0.109184,0.204160
L06/lightning/fused_recurrent_gla/prefill,0.244,2,0.121936,0.118624,0.125248
L06/lightning/o_norm/decode,0.457,24,0.019049,0.004640,0.028288
L06/lightning/o_norm/prefill,39.397,124,0.317715,0.029600,0.341120
L06/lightning/o_proj/decode,0.888,24,0.037008,0.030368,0.052896
L06/lightning/o_proj/prefill,633.606,124,5.109724,0.035616,5.365632
L06/lightning/qk_norm/decode,0.868,24,0.036159,0.011360,0.044640
L06/lightning/qk_norm/prefill,350.328,124,2.825223,0.025888,2.945184
L06/lightning/qkv_proj/decode,0.920,24,0.038349,0.029856,0.048032
L06/lightning/qkv_proj/prefill,1881.668,124,15.174738,0.041376,15.932160
L06/lightning/rope/decode,1.125,24,0.046891,0.015616,0.051072
L06/lightning/rope/prefill,438.202,124,3.533891,0.022144,3.677856
L06/lightning/sigmoid_gate/decode,1.134,24,0.047240,0.036864,0.060416
L06/lightning/sigmoid_gate/prefill,739.117,124,5.960623,0.051072,6.248960
L07/lightning-attn/attn/decode,13.128,24,0.546984,0.518080,0.602400
L07/lightning-attn/attn/prefill,4392.159,124,35.420639,0.598048,37.157440
L07/lightning-attn/input_norm/decode,0.105,24,0.004393,0.003232,0.007232
L07/lightning-attn/input_norm/prefill,43.220,124,0.348552,0.006112,0.367968
L07/lightning-attn/mlp/decode,2.733,24,0.113893,0.098432,0.145280
L07/lightning-attn/mlp/prefill,8466.968,124,68.282001,0.103968,71.503136
L07/lightning-attn/post_attn_norm/decode,0.796,24,0.033177,0.009088,0.045024
L07/lightning-attn/post_attn_norm/prefill,146.870,124,1.184433,0.009120,1.232960
L07/lightning/chunk_simple_gla/prefill,295.201,122,2.419682,0.159424,2.666976
L07/lightning/fla_kernel/decode,6.398,24,0.266593,0.220576,0.426272
L07/lightning/fla_kernel/prefill,309.830,124,2.498628,0.264416,3.034528
L07/lightning/fla_state_load/decode,1.030,24,0.042896,0.032768,0.074528
L07/lightning/fla_state_load/prefill,7.861,124,0.063395,0.024960,0.334432
L07/lightning/fla_state_save/decode,1.406,24,0.058593,0.034400,0.128704
L07/lightning/fla_state_save/prefill,2.253,124,0.018166,0.015328,0.041344
L07/lightning/fused_recurrent_gla/decode,3.247,24,0.135288,0.109536,0.205696
L07/lightning/fused_recurrent_gla/prefill,0.246,2,0.123008,0.119808,0.126208
L07/lightning/o_norm/decode,0.469,24,0.019531,0.004800,0.033376
L07/lightning/o_norm/prefill,39.427,124,0.317958,0.027488,0.341824
L07/lightning/o_proj/decode,0.888,24,0.037011,0.031008,0.045216
L07/lightning/o_proj/prefill,634.228,124,5.114739,0.035296,5.371264
L07/lightning/qk_norm/decode,0.905,24,0.037712,0.013536,0.049600
L07/lightning/qk_norm/prefill,349.823,124,2.821151,0.025984,2.939200
L07/lightning/qkv_proj/decode,0.913,24,0.038039,0.030560,0.045888
L07/lightning/qkv_proj/prefill,1880.956,124,15.169002,0.041664,15.905760
L07/lightning/rope/decode,1.122,24,0.046749,0.016032,0.054272
L07/lightning/rope/prefill,438.209,124,3.533943,0.020096,3.681920
L07/lightning/sigmoid_gate/decode,1.132,24,0.047169,0.038560,0.060128
L07/lightning/sigmoid_gate/prefill,738.924,124,5.959063,0.048800,6.249024
L08/lightning-attn/attn/decode,13.185,24,0.549389,0.524096,0.610560
L08/lightning-attn/attn/prefill,4390.544,124,35.407611,0.606400,36.974976
L08/lightning-attn/input_norm/decode,0.105,24,0.004392,0.003712,0.008224
L08/lightning-attn/input_norm/prefill,43.062,124,0.347274,0.005888,0.364672
L08/lightning-attn/mlp/decode,2.732,24,0.113813,0.099520,0.139616
L08/lightning-attn/mlp/prefill,8460.299,124,68.228219,0.103872,71.466209
L08/lightning-attn/post_attn_norm/decode,0.789,24,0.032859,0.009056,0.041824
L08/lightning-attn/post_attn_norm/prefill,146.623,124,1.182443,0.008096,1.232256
L08/lightning/chunk_simple_gla/prefill,294.407,122,2.413176,0.157152,2.665920
L08/lightning/fla_kernel/decode,6.398,24,0.266565,0.223264,0.425472
L08/lightning/fla_kernel/prefill,308.489,124,2.487814,0.265472,2.797920
L08/lightning/fla_state_load/decode,1.020,24,0.042503,0.033344,0.073728
L08/lightning/fla_state_load/prefill,7.382,124,0.059530,0.028512,0.081248
L08/lightning/fla_state_save/decode,1.409,24,0.058708,0.033952,0.128992
L08/lightning/fla_state_save/prefill,2.365,124,0.019074,0.013888,0.041184
L08/lightning/fused_recurrent_gla/decode,3.244,24,0.135163,0.107712,0.207264
L08/lightning/fused_recurrent_gla/prefill,0.240,2,0.119824,0.117568,0.122080
L08/lightning/o_norm/decode,0.456,24,0.019004,0.003936,0.031424
L08/lightning/o_norm/prefill,39.439,124,0.318054,0.027840,0.343648
L08/lightning/o_proj/decode,0.886,24,0.036897,0.030368,0.052672
L08/lightning/o_proj/prefill,633.474,124,5.108658,0.035424,5.361120
L08/lightning/qk_norm/decode,0.910,24,0.037935,0.013568,0.048352
L08/lightning/qk_norm/prefill,350.264,124,2.824711,0.025984,2.945312
L08/lightning/qkv_proj/decode,0.919,24,0.038285,0.030560,0.044544
L08/lightning/qkv_proj/prefill,1881.648,124,15.174583,0.043232,15.913824
L08/lightning/rope/decode,1.120,24,0.046661,0.015712,0.054432
L08/lightning/rope/prefill,438.267,124,3.534413,0.022144,3.684000
L08/lightning/sigmoid_gate/decode,1.146,24,0.047744,0.036160,0.064896
L08/lightning/sigmoid_gate/prefill,738.203,124,5.953250,0.050752,6.238720
L09/minicpm4/attn/decode,6.758,24,0.281575,0.224992,0.315776
L09/minicpm4/attn/prefill,20565.783,124,165.853090,0.227360,414.556580
L09/minicpm4/attn_kernel/decode,2.858,24,0.119103,0.067904,0.138016
L09/minicpm4/attn_kernel/prefill,18472.864,124,148.974711,0.040000,397.013031
L09/minicpm4/input_norm/decode,0.100,24,0.004180,0.003136,0.005600
L09/minicpm4/input_norm/prefill,42.847,124,0.345544,0.006080,0.360768
L09/minicpm4/mlp/decode,2.801,24,0.116696,0.098368,0.143680
L09/minicpm4/mlp/prefill,8469.094,124,68.299149,0.103520,71.748993
L09/minicpm4/o_gate/decode,1.266,24,0.052748,0.045312,0.063616
L09/minicpm4/o_gate/prefill,731.564,124,5.899712,0.050432,6.206240
L09/minicpm4/o_proj/decode,0.978,24,0.040768,0.025120,0.055424
L09/minicpm4/o_proj/prefill,633.454,124,5.108500,0.034368,5.371264
L09/minicpm4/post_attn_norm/decode,0.863,24,0.035953,0.023904,0.046272
L09/minicpm4/post_attn_norm/prefill,146.827,124,1.184086,0.009216,1.234144
L09/minicpm4/qkv_proj/decode,0.849,24,0.035387,0.029888,0.042784
L09/minicpm4/qkv_proj/prefill,727.281,124,5.865167,0.040352,6.170496
L10/lightning-attn/attn/decode,13.754,24,0.573103,0.542272,0.664928
L10/lightning-attn/attn/prefill,4398.877,124,35.474811,0.616288,37.422401
L10/lightning-attn/input_norm/decode,0.112,24,0.004652,0.003552,0.008064
L10/lightning-attn/input_norm/prefill,43.097,124,0.347553,0.006432,0.364672
L10/lightning-attn/mlp/decode,2.767,24,0.115308,0.098496,0.141408
L10/lightning-attn/mlp/prefill,8480.902,124,68.394367,0.102912,71.769249
L10/lightning-attn/post_attn_norm/decode,0.805,24,0.033559,0.009056,0.044768
L10/lightning-attn/post_attn_norm/prefill,146.936,124,1.184968,0.009024,1.234688
L10/lightning/chunk_simple_gla/prefill,296.516,122,2.430459,0.181952,2.684000
L10/lightning/fla_kernel/decode,6.730,24,0.280420,0.237856,0.431264
L10/lightning/fla_kernel/prefill,312.688,124,2.521675,0.281312,3.070336
L10/lightning/fla_state_load/decode,1.094,24,0.045587,0.035584,0.075296
L10/lightning/fla_state_load/prefill,9.149,124,0.073780,0.028160,0.366528
L10/lightning/fla_state_save/decode,1.440,24,0.060001,0.036096,0.128672
L10/lightning/fla_state_save/prefill,2.250,124,0.018142,0.014080,0.043104
L10/lightning/fused_recurrent_gla/decode,3.453,24,0.143864,0.116704,0.212352
L10/lightning/fused_recurrent_gla/prefill,0.261,2,0.130672,0.130048,0.131296
L10/lightning/o_norm/decode,0.469,24,0.019544,0.004160,0.028512
L10/lightning/o_norm/prefill,39.412,124,0.317842,0.023680,0.344064
L10/lightning/o_proj/decode,0.893,24,0.037189,0.032064,0.051744
L10/lightning/o_proj/prefill,635.767,124,5.127157,0.035424,5.404288
L10/lightning/qk_norm/decode,0.980,24,0.040823,0.031552,0.046368
L10/lightning/qk_norm/prefill,349.809,124,2.821041,0.025600,2.943840
L10/lightning/qkv_proj/decode,0.933,24,0.038857,0.030976,0.045440
L10/lightning/qkv_proj/prefill,1882.697,124,15.183040,0.040384,15.951488
L10/lightning/rope/decode,1.200,24,0.049992,0.046400,0.055776
L10/lightning/rope/prefill,438.169,124,3.533623,0.022144,3.684000
L10/lightning/sigmoid_gate/decode,1.163,24,0.048441,0.038208,0.060896
L10/lightning/sigmoid_gate/prefill,739.438,124,5.963211,0.049504,6.269472
L11/lightning-attn/attn/decode,13.239,24,0.551635,0.523584,0.617792
L11/lightning-attn/attn/prefill,4393.542,124,35.431789,0.603072,37.367935
L11/lightning-attn/input_norm/decode,0.118,24,0.004901,0.003584,0.015232
L11/lightning-attn/input_norm/prefill,43.114,124,0.347692,0.005920,0.367648
L11/lightning-attn/mlp/decode,2.771,24,0.115444,0.099936,0.138592
L11/lightning-attn/mlp/prefill,8463.851,124,68.256867,0.103616,71.486656
L11/lightning-attn/post_attn_norm/decode,0.794,24,0.033089,0.009056,0.043584
L11/lightning-attn/post_attn_norm/prefill,146.653,124,1.182687,0.009024,1.232800
L11/lightning/chunk_simple_gla/prefill,295.167,122,2.419401,0.161856,2.815936
L11/lightning/fla_kernel/decode,6.473,24,0.269700,0.221152,0.428608
L11/lightning/fla_kernel/prefill,309.864,124,2.498907,0.270336,3.036512
L11/lightning/fla_state_load/decode,1.044,24,0.043496,0.032800,0.075776
L11/lightning/fla_state_load/prefill,7.968,124,0.064257,0.026400,0.321088
L11/lightning/fla_state_save/decode,1.416,24,0.059009,0.034304,0.128960
L11/lightning/fla_state_save/prefill,2.279,124,0.018382,0.015328,0.052544
L11/lightning/fused_recurrent_gla/decode,3.276,24,0.136484,0.109792,0.212608
L11/lightning/fused_recurrent_gla/prefill,0.315,2,0.157520,0.123200,0.191840
L11/lightning/o_norm/decode,0.453,24,0.018855,0.003712,0.027456
L11/lightning/o_norm/prefill,39.445,124,0.318107,0.028448,0.337792
L11/lightning/o_proj/decode,0.881,24,0.036728,0.031360,0.045728
L11/lightning/o_proj/prefill,633.721,124,5.110657,0.033824,5.373344
L11/lightning/qk_norm/decode,0.889,24,0.037039,0.013248,0.045728
L11/lightning/qk_norm/prefill,350.196,124,2.824159,0.025568,2.943040
L11/lightning/qkv_proj/decode,0.920,24,0.038349,0.030912,0.045440
L11/lightning/qkv_proj/prefill,1882.397,124,15.180617,0.043008,15.920096
L11/lightning/rope/decode,1.142,24,0.047573,0.016000,0.053600
L11/lightning/rope/prefill,438.241,124,3.534203,0.022144,3.681952
L11/lightning/sigmoid_gate/decode,1.143,24,0.047615,0.038560,0.059936
L11/lightning/sigmoid_gate/prefill,738.861,124,5.958553,0.048864,6.259232
L12/lightning-attn/attn/decode,13.076,24,0.544839,0.524576,0.602432
L12/lightning-attn/attn/prefill,4394.882,124,35.442593,0.598144,37.113026
L12/lightning-attn/input_norm/decode,0.101,24,0.004189,0.004064,0.005152
L12/lightning-attn/input_norm/prefill,42.982,124,0.346632,0.005376,0.364960
L12/lightning-attn/mlp/decode,2.760,24,0.114987,0.100864,0.140096
L12/lightning-attn/mlp/prefill,8464.856,124,68.264971,0.103712,71.570595
L12/lightning-attn/post_attn_norm/decode,0.777,24,0.032393,0.009120,0.040000
L12/lightning-attn/post_attn_norm/prefill,146.906,124,1.184726,0.007840,1.234816
L12/lightning/chunk_simple_gla/prefill,296.030,122,2.426473,0.158528,2.633344
L12/lightning/fla_kernel/decode,6.397,24,0.266545,0.219776,0.425984
L12/lightning/fla_kernel/prefill,310.118,124,2.500952,0.265664,2.753920
L12/lightning/fla_state_load/decode,1.016,24,0.042323,0.032608,0.071872
L12/lightning/fla_state_load/prefill,7.582,124,0.061144,0.028096,0.161024
L12/lightning/fla_state_save/decode,1.426,24,0.059431,0.034592,0.128640
L12/lightning/fla_state_save/prefill,2.240,124,0.018067,0.014880,0.041248
L12/lightning/fused_recurrent_gla/decode,3.224,24,0.134343,0.108384,0.207296
L12/lightning/fused_recurrent_gla/prefill,0.242,2,0.120976,0.120704,0.121248
L12/lightning/o_norm/decode,0.454,24,0.018903,0.003776,0.031328
L12/lightning/o_norm/prefill,39.385,124,0.317617,0.027872,0.337696
L12/lightning/o_proj/decode,0.863,24,0.035943,0.031360,0.046688
L12/lightning/o_proj/prefill,633.594,124,5.109631,0.033696,5.359104
L12/lightning/qk_norm/decode,0.858,24,0.035745,0.012544,0.045280
L12/lightning/qk_norm/prefill,350.263,124,2.824701,0.025312,2.943168
L12/lightning/qkv_proj/decode,0.908,24,0.037845,0.029888,0.044960
L12/lightning/qkv_proj/prefill,1883.110,124,15.186372,0.041408,15.918080
L12/lightning/rope/decode,1.113,24,0.046377,0.016032,0.055968
L12/lightning/rope/prefill,438.344,124,3.535032,0.022144,3.681952
L12/lightning/sigmoid_gate/decode,1.144,24,0.047665,0.040608,0.059392
L12/lightning/sigmoid_gate/prefill,739.226,124,5.961503,0.048736,6.244832
L13/lightning-attn/attn/decode,13.172,24,0.548816,0.522176,0.591264
L13/lightning-attn/attn/prefill,4391.382,124,35.414368,0.592800,37.501217
L13/lightning-attn/input_norm/decode,0.100,24,0.004152,0.002784,0.006208
L13/lightning-attn/input_norm/prefill,43.111,124,0.347671,0.006112,0.364576
L13/lightning-attn/mlp/decode,2.749,24,0.114540,0.099072,0.143456
L13/lightning-attn/mlp/prefill,8461.875,124,68.240931,0.102720,71.471779
L13/lightning-attn/post_attn_norm/decode,0.769,24,0.032044,0.009088,0.038496
L13/lightning-attn/post_attn_norm/prefill,146.897,124,1.184655,0.008896,1.234560
