timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W]
2026/04/02 13:42:21.909, 0 MiB, 97887 MiB, 0 %, 0 %, 22.19 W
2026/04/02 13:42:23.910, 0 MiB, 97887 MiB, 0 %, 0 %, 21.80 W
2026/04/02 13:42:25.910, 0 MiB, 97887 MiB, 0 %, 0 %, 21.75 W
2026/04/02 13:42:27.911, 0 MiB, 97887 MiB, 0 %, 0 %, 21.63 W
2026/04/02 13:42:29.912, 0 MiB, 97887 MiB, 0 %, 0 %, 21.85 W
2026/04/02 13:42:31.913, 0 MiB, 97887 MiB, 0 %, 0 %, 21.94 W
2026/04/02 13:42:33.914, 0 MiB, 97887 MiB, 0 %, 0 %, 22.03 W
2026/04/02 13:42:35.915, 0 MiB, 97887 MiB, 0 %, 0 %, 22.08 W
2026/04/02 13:42:37.915, 0 MiB, 97887 MiB, 0 %, 0 %, 22.22 W
2026/04/02 13:42:39.916, 0 MiB, 97887 MiB, 0 %, 0 %, 21.73 W
2026/04/02 13:42:41.917, 0 MiB, 97887 MiB, 0 %, 0 %, 21.81 W
2026/04/02 13:42:43.918, 0 MiB, 97887 MiB, 0 %, 0 %, 21.76 W
2026/04/02 13:42:45.919, 0 MiB, 97887 MiB, 0 %, 0 %, 21.55 W
2026/04/02 13:42:47.920, 0 MiB, 97887 MiB, 0 %, 0 %, 21.90 W
2026/04/02 13:42:49.921, 0 MiB, 97887 MiB, 0 %, 0 %, 21.76 W
2026/04/02 13:42:51.922, 0 MiB, 97887 MiB, 0 %, 0 %, 21.55 W
2026/04/02 13:42:53.922, 0 MiB, 97887 MiB, 0 %, 0 %, 21.75 W
2026/04/02 13:42:55.923, 0 MiB, 97887 MiB, 0 %, 0 %, 21.69 W
2026/04/02 13:42:57.924, 0 MiB, 97887 MiB, 0 %, 0 %, 21.56 W
2026/04/02 13:42:59.925, 0 MiB, 97887 MiB, 0 %, 0 %, 21.71 W
2026/04/02 13:43:01.925, 0 MiB, 97887 MiB, 0 %, 0 %, 22.15 W
2026/04/02 13:43:03.926, 0 MiB, 97887 MiB, 0 %, 0 %, 22.04 W
2026/04/02 13:43:05.927, 0 MiB, 97887 MiB, 0 %, 0 %, 21.59 W
2026/04/02 13:43:07.928, 0 MiB, 97887 MiB, 0 %, 0 %, 21.60 W
2026/04/02 13:43:09.929, 0 MiB, 97887 MiB, 0 %, 0 %, 21.62 W
2026/04/02 13:43:11.930, 0 MiB, 97887 MiB, 0 %, 0 %, 21.80 W
2026/04/02 13:43:13.930, 0 MiB, 97887 MiB, 0 %, 0 %, 22.09 W
2026/04/02 13:43:15.931, 0 MiB, 97887 MiB, 0 %, 0 %, 21.96 W
2026/04/02 13:43:17.932, 0 MiB, 97887 MiB, 0 %, 0 %, 21.07 W
2026/04/02 13:43:19.933, 0 MiB, 97887 MiB, 0 %, 0 %, 21.43 W
2026/04/02 13:43:21.933, 0 MiB, 97887 MiB, 0 %, 0 %, 21.74 W
2026/04/02 13:43:23.934, 0 MiB, 97887 MiB, 0 %, 0 %, 21.66 W
2026/04/02 13:43:25.935, 0 MiB, 97887 MiB, 0 %, 0 %, 21.76 W
2026/04/02 13:43:27.936, 0 MiB, 97887 MiB, 0 %, 0 %, 21.94 W
2026/04/02 13:43:29.936, 0 MiB, 97887 MiB, 0 %, 0 %, 22.12 W
2026/04/02 13:43:31.937, 0 MiB, 97887 MiB, 0 %, 0 %, 21.99 W
2026/04/02 13:43:33.938, 0 MiB, 97887 MiB, 0 %, 0 %, 21.85 W
2026/04/02 13:43:35.939, 0 MiB, 97887 MiB, 0 %, 0 %, 21.80 W
2026/04/02 13:43:37.940, 0 MiB, 97887 MiB, 0 %, 0 %, 22.08 W
2026/04/02 13:43:39.941, 0 MiB, 97887 MiB, 0 %, 0 %, 21.80 W
2026/04/02 13:43:41.942, 0 MiB, 97887 MiB, 0 %, 0 %, 21.82 W
2026/04/02 13:43:43.942, 0 MiB, 97887 MiB, 0 %, 0 %, 22.04 W
2026/04/02 13:43:45.943, 0 MiB, 97887 MiB, 0 %, 0 %, 22.04 W
2026/04/02 13:43:47.944, 0 MiB, 97887 MiB, 0 %, 0 %, 22.00 W
2026/04/02 13:43:49.945, 0 MiB, 97887 MiB, 0 %, 0 %, 21.86 W
2026/04/02 13:43:51.945, 0 MiB, 97887 MiB, 0 %, 0 %, 22.29 W
2026/04/02 13:43:53.946, 0 MiB, 97887 MiB, 0 %, 0 %, 21.72 W
2026/04/02 13:43:55.947, 0 MiB, 97887 MiB, 0 %, 0 %, 21.75 W
2026/04/02 13:43:57.948, 0 MiB, 97887 MiB, 0 %, 0 %, 21.87 W
2026/04/02 13:43:59.949, 0 MiB, 97887 MiB, 0 %, 0 %, 21.96 W
2026/04/02 13:44:01.949, 0 MiB, 97887 MiB, 0 %, 0 %, 22.03 W
2026/04/02 13:44:03.950, 0 MiB, 97887 MiB, 0 %, 0 %, 21.82 W
2026/04/02 13:44:05.951, 0 MiB, 97887 MiB, 0 %, 0 %, 21.67 W
2026/04/02 13:44:07.951, 0 MiB, 97887 MiB, 0 %, 0 %, 21.47 W
2026/04/02 13:44:09.952, 0 MiB, 97887 MiB, 0 %, 0 %, 21.74 W
2026/04/02 13:44:11.952, 0 MiB, 97887 MiB, 0 %, 0 %, 21.44 W
2026/04/02 13:44:13.953, 0 MiB, 97887 MiB, 0 %, 0 %, 21.44 W
2026/04/02 13:44:15.954, 0 MiB, 97887 MiB, 0 %, 0 %, 21.51 W
2026/04/02 13:44:17.955, 0 MiB, 97887 MiB, 0 %, 0 %, 21.38 W
2026/04/02 13:44:19.956, 0 MiB, 97887 MiB, 0 %, 0 %, 21.85 W
2026/04/02 13:44:21.957, 0 MiB, 97887 MiB, 0 %, 0 %, 21.91 W
2026/04/02 13:44:23.958, 0 MiB, 97887 MiB, 0 %, 0 %, 21.89 W
2026/04/02 13:44:25.959, 0 MiB, 97887 MiB, 0 %, 0 %, 21.64 W
2026/04/02 13:44:27.959, 0 MiB, 97887 MiB, 0 %, 0 %, 21.65 W
2026/04/02 13:44:29.960, 0 MiB, 97887 MiB, 0 %, 0 %, 21.87 W
2026/04/02 13:44:31.961, 0 MiB, 97887 MiB, 0 %, 0 %, 21.43 W
2026/04/02 13:44:33.962, 0 MiB, 97887 MiB, 0 %, 0 %, 21.66 W
2026/04/02 13:44:35.963, 0 MiB, 97887 MiB, 0 %, 0 %, 21.87 W
2026/04/02 13:44:37.964, 0 MiB, 97887 MiB, 0 %, 0 %, 21.69 W
2026/04/02 13:44:39.965, 0 MiB, 97887 MiB, 0 %, 0 %, 22.30 W
2026/04/02 13:44:41.966, 0 MiB, 97887 MiB, 0 %, 0 %, 22.07 W
2026/04/02 13:44:43.966, 0 MiB, 97887 MiB, 0 %, 0 %, 22.08 W
2026/04/02 13:44:45.967, 0 MiB, 97887 MiB, 0 %, 0 %, 22.23 W
2026/04/02 13:44:47.968, 0 MiB, 97887 MiB, 0 %, 0 %, 22.17 W
2026/04/02 13:44:49.969, 0 MiB, 97887 MiB, 0 %, 0 %, 22.25 W
2026/04/02 13:44:51.969, 0 MiB, 97887 MiB, 0 %, 0 %, 22.26 W
2026/04/02 13:44:53.970, 0 MiB, 97887 MiB, 0 %, 0 %, 21.51 W
2026/04/02 13:44:55.971, 0 MiB, 97887 MiB, 0 %, 0 %, 21.66 W
2026/04/02 13:44:57.972, 0 MiB, 97887 MiB, 0 %, 0 %, 21.50 W
2026/04/02 13:44:59.972, 0 MiB, 97887 MiB, 0 %, 0 %, 21.56 W
2026/04/02 13:45:01.973, 0 MiB, 97887 MiB, 0 %, 0 %, 21.90 W
2026/04/02 13:45:03.974, 0 MiB, 97887 MiB, 0 %, 0 %, 21.84 W
2026/04/02 13:45:05.975, 0 MiB, 97887 MiB, 0 %, 0 %, 21.92 W
2026/04/02 13:45:07.975, 0 MiB, 97887 MiB, 0 %, 0 %, 21.98 W
2026/04/02 13:45:09.976, 0 MiB, 97887 MiB, 0 %, 0 %, 21.81 W
2026/04/02 13:45:11.977, 0 MiB, 97887 MiB, 0 %, 0 %, 22.09 W
2026/04/02 13:45:13.977, 0 MiB, 97887 MiB, 0 %, 0 %, 21.87 W
2026/04/02 13:45:15.978, 0 MiB, 97887 MiB, 0 %, 0 %, 21.90 W
2026/04/02 13:45:17.978, 0 MiB, 97887 MiB, 0 %, 0 %, 21.77 W
2026/04/02 13:45:19.979, 0 MiB, 97887 MiB, 0 %, 0 %, 22.20 W
2026/04/02 13:45:21.980, 0 MiB, 97887 MiB, 0 %, 0 %, 22.02 W
2026/04/02 13:45:23.981, 0 MiB, 97887 MiB, 0 %, 0 %, 22.15 W
2026/04/02 13:45:25.981, 0 MiB, 97887 MiB, 0 %, 0 %, 22.04 W
2026/04/02 13:45:27.982, 0 MiB, 97887 MiB, 0 %, 0 %, 22.28 W
2026/04/02 13:45:29.983, 0 MiB, 97887 MiB, 0 %, 0 %, 22.11 W
2026/04/02 13:45:31.984, 0 MiB, 97887 MiB, 0 %, 0 %, 22.30 W
2026/04/02 13:45:33.984, 0 MiB, 97887 MiB, 0 %, 0 %, 22.32 W
2026/04/02 13:45:35.985, 0 MiB, 97887 MiB, 0 %, 0 %, 22.38 W
2026/04/02 13:45:37.986, 0 MiB, 97887 MiB, 0 %, 0 %, 22.34 W
2026/04/02 13:45:39.987, 0 MiB, 97887 MiB, 0 %, 0 %, 22.02 W
2026/04/02 13:45:41.988, 0 MiB, 97887 MiB, 0 %, 0 %, 21.85 W
2026/04/02 13:45:43.988, 0 MiB, 97887 MiB, 0 %, 0 %, 22.26 W
2026/04/02 13:45:45.989, 0 MiB, 97887 MiB, 0 %, 0 %, 22.29 W
2026/04/02 13:45:47.990, 0 MiB, 97887 MiB, 0 %, 0 %, 22.37 W
2026/04/02 13:45:49.991, 0 MiB, 97887 MiB, 0 %, 0 %, 22.30 W
2026/04/02 13:45:51.992, 0 MiB, 97887 MiB, 0 %, 0 %, 22.43 W
2026/04/02 13:45:53.992, 0 MiB, 97887 MiB, 0 %, 0 %, 21.81 W
2026/04/02 13:45:55.993, 0 MiB, 97887 MiB, 0 %, 0 %, 21.74 W
2026/04/02 13:45:57.994, 0 MiB, 97887 MiB, 0 %, 0 %, 22.08 W
2026/04/02 13:45:59.995, 0 MiB, 97887 MiB, 0 %, 0 %, 22.33 W
2026/04/02 13:46:01.996, 0 MiB, 97887 MiB, 0 %, 0 %, 21.91 W
2026/04/02 13:46:03.996, 0 MiB, 97887 MiB, 0 %, 0 %, 22.20 W
2026/04/02 13:46:05.997, 0 MiB, 97887 MiB, 0 %, 0 %, 22.11 W
2026/04/02 13:46:07.998, 0 MiB, 97887 MiB, 0 %, 0 %, 22.18 W
2026/04/02 13:46:09.999, 0 MiB, 97887 MiB, 0 %, 0 %, 22.43 W
2026/04/02 13:46:12.000, 0 MiB, 97887 MiB, 0 %, 0 %, 22.45 W
2026/04/02 13:46:14.001, 0 MiB, 97887 MiB, 0 %, 0 %, 22.47 W
2026/04/02 13:46:16.002, 0 MiB, 97887 MiB, 0 %, 0 %, 22.72 W
2026/04/02 13:46:18.003, 0 MiB, 97887 MiB, 0 %, 0 %, 22.70 W
2026/04/02 13:46:20.004, 0 MiB, 97887 MiB, 0 %, 0 %, 22.72 W
2026/04/02 13:46:22.004, 0 MiB, 97887 MiB, 0 %, 0 %, 22.34 W
2026/04/02 13:46:24.005, 0 MiB, 97887 MiB, 0 %, 0 %, 22.38 W
2026/04/02 13:46:26.006, 0 MiB, 97887 MiB, 0 %, 0 %, 22.48 W
2026/04/02 13:46:28.007, 0 MiB, 97887 MiB, 0 %, 0 %, 22.43 W
2026/04/02 13:46:30.008, 0 MiB, 97887 MiB, 0 %, 0 %, 22.65 W
2026/04/02 13:46:32.008, 0 MiB, 97887 MiB, 0 %, 0 %, 22.07 W
2026/04/02 13:46:34.009, 0 MiB, 97887 MiB, 0 %, 0 %, 21.96 W
2026/04/02 13:46:36.010, 0 MiB, 97887 MiB, 0 %, 0 %, 22.59 W
2026/04/02 13:46:38.010, 0 MiB, 97887 MiB, 0 %, 0 %, 22.48 W
2026/04/02 13:46:40.011, 0 MiB, 97887 MiB, 0 %, 0 %, 22.87 W
2026/04/02 13:46:42.012, 0 MiB, 97887 MiB, 0 %, 0 %, 22.98 W
2026/04/02 13:46:44.013, 0 MiB, 97887 MiB, 0 %, 0 %, 22.72 W
2026/04/02 13:46:46.014, 0 MiB, 97887 MiB, 0 %, 0 %, 22.34 W
2026/04/02 13:46:48.015, 0 MiB, 97887 MiB, 0 %, 0 %, 22.50 W
2026/04/02 13:46:50.015, 0 MiB, 97887 MiB, 0 %, 0 %, 22.67 W
2026/04/02 13:46:52.016, 0 MiB, 97887 MiB, 0 %, 0 %, 22.51 W
2026/04/02 13:46:54.017, 0 MiB, 97887 MiB, 0 %, 0 %, 22.52 W
2026/04/02 13:46:56.017, 0 MiB, 97887 MiB, 0 %, 0 %, 22.65 W
2026/04/02 13:46:58.018, 0 MiB, 97887 MiB, 0 %, 0 %, 22.64 W
2026/04/02 13:47:00.019, 0 MiB, 97887 MiB, 0 %, 0 %, 22.45 W
2026/04/02 13:47:02.020, 0 MiB, 97887 MiB, 0 %, 0 %, 22.75 W
2026/04/02 13:47:04.021, 0 MiB, 97887 MiB, 0 %, 0 %, 22.74 W
2026/04/02 13:47:06.021, 0 MiB, 97887 MiB, 0 %, 0 %, 22.98 W
2026/04/02 13:47:08.022, 0 MiB, 97887 MiB, 0 %, 0 %, 22.01 W
2026/04/02 13:47:10.023, 0 MiB, 97887 MiB, 0 %, 0 %, 22.22 W
2026/04/02 13:47:12.024, 0 MiB, 97887 MiB, 0 %, 0 %, 22.21 W
2026/04/02 13:47:14.025, 0 MiB, 97887 MiB, 0 %, 0 %, 22.19 W
2026/04/02 13:47:16.025, 0 MiB, 97887 MiB, 0 %, 0 %, 22.16 W
2026/04/02 13:47:18.026, 0 MiB, 97887 MiB, 0 %, 0 %, 22.18 W
2026/04/02 13:47:20.026, 0 MiB, 97887 MiB, 0 %, 0 %, 22.01 W
2026/04/02 13:47:22.027, 0 MiB, 97887 MiB, 0 %, 0 %, 22.20 W
2026/04/02 13:47:24.028, 0 MiB, 97887 MiB, 0 %, 0 %, 22.27 W
2026/04/02 13:47:26.028, 0 MiB, 97887 MiB, 0 %, 0 %, 22.50 W
2026/04/02 13:47:28.028, 0 MiB, 97887 MiB, 0 %, 0 %, 22.45 W
2026/04/02 13:47:30.028, 0 MiB, 97887 MiB, 0 %, 0 %, 21.69 W
2026/04/02 13:47:32.029, 0 MiB, 97887 MiB, 0 %, 0 %, 22.16 W
2026/04/02 13:47:34.029, 3 MiB, 97887 MiB, 0 %, 0 %, 25.92 W
2026/04/02 13:47:36.030, 3 MiB, 97887 MiB, 0 %, 0 %, 22.86 W
2026/04/02 13:47:38.030, 3 MiB, 97887 MiB, 0 %, 0 %, 22.62 W
2026/04/02 13:47:40.030, 559 MiB, 97887 MiB, 2 %, 0 %, 25.74 W
2026/04/02 13:47:42.030, 81163 MiB, 97887 MiB, 0 %, 0 %, 132.62 W
2026/04/02 13:47:44.031, 81337 MiB, 97887 MiB, 34 %, 21 %, 107.88 W
2026/04/02 13:47:46.031, 81357 MiB, 97887 MiB, 0 %, 0 %, 100.67 W
2026/04/02 13:47:48.031, 89339 MiB, 97887 MiB, 0 %, 0 %, 96.08 W
2026/04/02 13:47:50.031, 92181 MiB, 97887 MiB, 100 %, 36 %, 350.07 W
2026/04/02 13:47:52.031, 92181 MiB, 97887 MiB, 98 %, 33 %, 351.70 W
2026/04/02 13:47:54.032, 92181 MiB, 97887 MiB, 100 %, 32 %, 350.06 W
2026/04/02 13:47:56.032, 92181 MiB, 97887 MiB, 100 %, 28 %, 349.49 W
2026/04/02 13:47:58.032, 92181 MiB, 97887 MiB, 100 %, 29 %, 322.30 W
2026/04/02 13:48:00.032, 94705 MiB, 97887 MiB, 100 %, 32 %, 231.39 W
2026/04/02 13:48:02.032, 94927 MiB, 97887 MiB, 100 %, 30 %, 288.15 W
2026/04/02 13:48:04.032, 94927 MiB, 97887 MiB, 100 %, 1 %, 282.83 W
2026/04/02 13:48:06.032, 95467 MiB, 97887 MiB, 100 %, 1 %, 200.19 W
2026/04/02 13:48:08.033, 95567 MiB, 97887 MiB, 100 %, 23 %, 350.48 W
2026/04/02 13:48:10.033, 95567 MiB, 97887 MiB, 100 %, 30 %, 349.93 W
2026/04/02 13:48:12.033, 95567 MiB, 97887 MiB, 100 %, 32 %, 349.21 W
2026/04/02 13:48:14.033, 95567 MiB, 97887 MiB, 100 %, 44 %, 349.44 W
2026/04/02 13:48:16.033, 95567 MiB, 97887 MiB, 100 %, 30 %, 349.89 W
2026/04/02 13:48:18.033, 95567 MiB, 97887 MiB, 100 %, 36 %, 349.33 W
2026/04/02 13:48:20.034, 95567 MiB, 97887 MiB, 100 %, 31 %, 349.75 W
2026/04/02 13:48:22.034, 95567 MiB, 97887 MiB, 100 %, 30 %, 349.99 W
2026/04/02 13:48:24.034, 95567 MiB, 97887 MiB, 100 %, 29 %, 350.06 W
2026/04/02 13:48:26.034, 95567 MiB, 97887 MiB, 100 %, 44 %, 349.96 W
2026/04/02 13:48:28.034, 95567 MiB, 97887 MiB, 100 %, 35 %, 349.95 W
2026/04/02 13:48:30.035, 95567 MiB, 97887 MiB, 100 %, 17 %, 350.11 W
2026/04/02 13:48:32.035, 95567 MiB, 97887 MiB, 100 %, 32 %, 350.25 W
2026/04/02 13:48:34.035, 95567 MiB, 97887 MiB, 100 %, 29 %, 350.08 W
2026/04/02 13:48:36.035, 95567 MiB, 97887 MiB, 100 %, 32 %, 350.02 W
2026/04/02 13:48:38.035, 95567 MiB, 97887 MiB, 100 %, 26 %, 349.70 W
2026/04/02 13:48:40.035, 95567 MiB, 97887 MiB, 100 %, 24 %, 349.86 W
2026/04/02 13:48:42.036, 95567 MiB, 97887 MiB, 99 %, 32 %, 349.64 W
2026/04/02 13:48:44.036, 95567 MiB, 97887 MiB, 100 %, 21 %, 350.13 W
2026/04/02 13:48:46.036, 95567 MiB, 97887 MiB, 99 %, 29 %, 349.87 W
2026/04/02 13:48:48.036, 95567 MiB, 97887 MiB, 100 %, 24 %, 350.13 W
2026/04/02 13:48:50.036, 95567 MiB, 97887 MiB, 30 %, 20 %, 336.03 W
2026/04/02 13:48:52.036, 95567 MiB, 97887 MiB, 100 %, 38 %, 349.40 W
2026/04/02 13:48:54.037, 95567 MiB, 97887 MiB, 100 %, 13 %, 350.10 W
2026/04/02 13:48:56.037, 95567 MiB, 97887 MiB, 100 %, 26 %, 350.00 W
2026/04/02 13:48:58.037, 95567 MiB, 97887 MiB, 4 %, 1 %, 330.12 W
2026/04/02 13:49:00.037, 95567 MiB, 97887 MiB, 100 %, 25 %, 350.00 W
2026/04/02 13:49:02.037, 95567 MiB, 97887 MiB, 82 %, 52 %, 350.16 W
2026/04/02 13:49:04.037, 95567 MiB, 97887 MiB, 100 %, 46 %, 349.70 W
2026/04/02 13:49:06.037, 95567 MiB, 97887 MiB, 38 %, 6 %, 342.96 W
2026/04/02 13:49:08.038, 95567 MiB, 97887 MiB, 100 %, 30 %, 349.64 W
2026/04/02 13:49:10.038, 95567 MiB, 97887 MiB, 100 %, 12 %, 350.12 W
2026/04/02 13:49:12.038, 95567 MiB, 97887 MiB, 100 %, 26 %, 349.94 W
2026/04/02 13:49:14.038, 95567 MiB, 97887 MiB, 62 %, 25 %, 343.00 W
2026/04/02 13:49:16.039, 95567 MiB, 97887 MiB, 100 %, 15 %, 350.04 W
2026/04/02 13:49:18.039, 95567 MiB, 97887 MiB, 100 %, 24 %, 349.68 W
2026/04/02 13:49:20.039, 95567 MiB, 97887 MiB, 100 %, 32 %, 307.09 W
2026/04/02 13:49:22.039, 95567 MiB, 97887 MiB, 100 %, 24 %, 350.08 W
2026/04/02 13:49:24.039, 95567 MiB, 97887 MiB, 100 %, 32 %, 350.11 W
2026/04/02 13:49:26.039, 95567 MiB, 97887 MiB, 100 %, 24 %, 350.07 W
2026/04/02 13:49:28.040, 95567 MiB, 97887 MiB, 100 %, 32 %, 349.92 W
2026/04/02 13:49:30.040, 95567 MiB, 97887 MiB, 100 %, 11 %, 350.01 W
2026/04/02 13:49:32.040, 95567 MiB, 97887 MiB, 100 %, 22 %, 350.01 W
2026/04/02 13:49:34.040, 95567 MiB, 97887 MiB, 98 %, 58 %, 348.63 W
2026/04/02 13:49:36.040, 95567 MiB, 97887 MiB, 100 %, 28 %, 350.65 W
2026/04/02 13:49:38.041, 95567 MiB, 97887 MiB, 100 %, 38 %, 349.50 W
2026/04/02 13:49:40.041, 95567 MiB, 97887 MiB, 100 %, 28 %, 352.46 W
2026/04/02 13:49:42.041, 95567 MiB, 97887 MiB, 100 %, 30 %, 349.82 W
2026/04/02 13:49:44.041, 95567 MiB, 97887 MiB, 100 %, 31 %, 349.98 W
2026/04/02 13:49:46.041, 95567 MiB, 97887 MiB, 100 %, 28 %, 350.29 W
2026/04/02 13:49:48.041, 95567 MiB, 97887 MiB, 100 %, 15 %, 371.71 W
2026/04/02 13:49:50.042, 95567 MiB, 97887 MiB, 100 %, 31 %, 350.28 W
2026/04/02 13:49:52.042, 95567 MiB, 97887 MiB, 100 %, 28 %, 351.29 W
2026/04/02 13:49:54.042, 95567 MiB, 97887 MiB, 100 %, 39 %, 349.52 W
2026/04/02 13:49:56.042, 95567 MiB, 97887 MiB, 100 %, 28 %, 306.50 W
2026/04/02 13:49:58.042, 95567 MiB, 97887 MiB, 100 %, 30 %, 349.95 W
2026/04/02 13:50:00.043, 95567 MiB, 97887 MiB, 100 %, 32 %, 350.01 W
2026/04/02 13:50:02.043, 95567 MiB, 97887 MiB, 100 %, 28 %, 349.99 W
2026/04/02 13:50:04.043, 95567 MiB, 97887 MiB, 100 %, 30 %, 350.06 W
2026/04/02 13:50:06.044, 95567 MiB, 97887 MiB, 100 %, 30 %, 349.87 W
2026/04/02 13:50:08.044, 95567 MiB, 97887 MiB, 60 %, 24 %, 348.76 W
2026/04/02 13:50:10.045, 95567 MiB, 97887 MiB, 98 %, 58 %, 348.70 W
2026/04/02 13:50:12.045, 95567 MiB, 97887 MiB, 74 %, 47 %, 346.97 W
2026/04/02 13:50:14.045, 95567 MiB, 97887 MiB, 100 %, 24 %, 350.07 W
2026/04/02 13:50:16.045, 95567 MiB, 97887 MiB, 77 %, 41 %, 346.33 W
2026/04/02 13:50:18.045, 95567 MiB, 97887 MiB, 100 %, 13 %, 350.01 W
2026/04/02 13:50:20.046, 95567 MiB, 97887 MiB, 100 %, 12 %, 350.26 W
2026/04/02 13:50:22.046, 95567 MiB, 97887 MiB, 98 %, 58 %, 350.08 W
2026/04/02 13:50:24.046, 95567 MiB, 97887 MiB, 100 %, 28 %, 351.21 W
2026/04/02 13:50:26.046, 95687 MiB, 97887 MiB, 98 %, 58 %, 348.95 W
2026/04/02 13:50:28.047, 95687 MiB, 97887 MiB, 97 %, 57 %, 349.92 W
2026/04/02 13:50:30.047, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.48 W
2026/04/02 13:50:32.047, 95687 MiB, 97887 MiB, 98 %, 55 %, 349.92 W
2026/04/02 13:50:34.047, 95687 MiB, 97887 MiB, 98 %, 56 %, 350.02 W
2026/04/02 13:50:36.047, 95687 MiB, 97887 MiB, 98 %, 55 %, 349.95 W
2026/04/02 13:50:38.047, 95687 MiB, 97887 MiB, 97 %, 56 %, 350.03 W
2026/04/02 13:50:40.048, 95687 MiB, 97887 MiB, 98 %, 56 %, 350.06 W
2026/04/02 13:50:42.048, 95687 MiB, 97887 MiB, 98 %, 56 %, 350.00 W
2026/04/02 13:50:44.048, 95687 MiB, 97887 MiB, 98 %, 55 %, 349.92 W
2026/04/02 13:50:46.048, 95687 MiB, 97887 MiB, 98 %, 55 %, 349.94 W
2026/04/02 13:50:48.048, 95687 MiB, 97887 MiB, 98 %, 56 %, 350.02 W
2026/04/02 13:50:50.048, 95687 MiB, 97887 MiB, 98 %, 55 %, 349.95 W
2026/04/02 13:50:52.050, 95687 MiB, 97887 MiB, 98 %, 56 %, 350.04 W
2026/04/02 13:50:54.050, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.99 W
2026/04/02 13:50:56.050, 95687 MiB, 97887 MiB, 98 %, 55 %, 349.98 W
2026/04/02 13:50:58.050, 95687 MiB, 97887 MiB, 98 %, 55 %, 350.03 W
2026/04/02 13:51:00.050, 95687 MiB, 97887 MiB, 98 %, 55 %, 350.02 W
2026/04/02 13:51:02.050, 95687 MiB, 97887 MiB, 97 %, 56 %, 350.05 W
2026/04/02 13:51:04.051, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.95 W
2026/04/02 13:51:06.051, 95687 MiB, 97887 MiB, 97 %, 56 %, 350.06 W
2026/04/02 13:51:08.051, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.94 W
2026/04/02 13:51:10.051, 95687 MiB, 97887 MiB, 97 %, 55 %, 350.02 W
2026/04/02 13:51:12.052, 95687 MiB, 97887 MiB, 97 %, 55 %, 350.02 W
2026/04/02 13:51:14.052, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.97 W
2026/04/02 13:51:16.052, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.95 W
2026/04/02 13:51:18.052, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.96 W
2026/04/02 13:51:20.053, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.93 W
2026/04/02 13:51:22.053, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.92 W
2026/04/02 13:51:24.053, 95687 MiB, 97887 MiB, 98 %, 55 %, 350.08 W
2026/04/02 13:51:26.053, 95687 MiB, 97887 MiB, 97 %, 55 %, 350.04 W
2026/04/02 13:51:28.054, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.97 W
2026/04/02 13:51:30.054, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.94 W
2026/04/02 13:51:32.054, 95687 MiB, 97887 MiB, 97 %, 55 %, 350.08 W
2026/04/02 13:51:34.054, 95687 MiB, 97887 MiB, 98 %, 55 %, 350.06 W
2026/04/02 13:51:36.054, 95687 MiB, 97887 MiB, 97 %, 56 %, 349.98 W
2026/04/02 13:51:38.055, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.86 W
2026/04/02 13:51:40.055, 95687 MiB, 97887 MiB, 98 %, 55 %, 350.04 W
2026/04/02 13:51:42.055, 95687 MiB, 97887 MiB, 98 %, 55 %, 349.89 W
2026/04/02 13:51:44.055, 95687 MiB, 97887 MiB, 98 %, 55 %, 350.04 W
2026/04/02 13:51:46.055, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.96 W
2026/04/02 13:51:48.056, 95687 MiB, 97887 MiB, 97 %, 55 %, 350.01 W
2026/04/02 13:51:50.056, 95687 MiB, 97887 MiB, 97 %, 55 %, 350.07 W
2026/04/02 13:51:52.056, 95687 MiB, 97887 MiB, 97 %, 55 %, 349.95 W
2026/04/02 13:51:54.056, 95687 MiB, 97887 MiB, 97 %, 52 %, 349.45 W
2026/04/02 13:51:56.056, 95687 MiB, 97887 MiB, 97 %, 52 %, 350.00 W
2026/04/02 13:51:58.056, 95687 MiB, 97887 MiB, 97 %, 52 %, 349.94 W
2026/04/02 13:52:00.058, 95687 MiB, 97887 MiB, 97 %, 52 %, 349.97 W
2026/04/02 13:52:02.058, 95687 MiB, 97887 MiB, 97 %, 52 %, 349.98 W
2026/04/02 13:52:04.058, 95687 MiB, 97887 MiB, 97 %, 52 %, 350.07 W
2026/04/02 13:52:06.058, 95687 MiB, 97887 MiB, 97 %, 52 %, 349.99 W
